source,target,value,link,nodes
Pain unspecified , Strain of muscle fascia and tendon at neck level init,3,"{source:""Pain unspecified"", target:""Strain of muscle fascia and tendon at neck level init"", value: 3}",
Pain unspecified , Type 2 diabetes mellitus with hyperglycemia,3,"{source:""Pain unspecified"", target:""Type 2 diabetes mellitus with hyperglycemia"", value: 3}",
Pain unspecified , Unsp intracapsular fracture of right femur init for clos fx,3,"{source:""Pain unspecified"", target:""Unsp intracapsular fracture of right femur init for clos fx"", value: 3}",
Pain unspecified , Zoster without complications,3,"{source:""Pain unspecified"", target:""Zoster without complications"", value: 3}",
Poisoning by unspecified drugs medicaments and biological substances undetermined , Alcohol abuse with intoxication unspecified,3,"{source:""Poisoning by unspecified drugs medicaments and biological substances undetermined"", target:""Alcohol abuse with intoxication unspecified"", value: 3}",
Poisoning by unspecified drugs medicaments and biological substances undetermined , Opioid abuse uncomplicated,3,"{source:""Poisoning by unspecified drugs medicaments and biological substances undetermined"", target:""Opioid abuse uncomplicated"", value: 3}",
Poisoning by unspecified drugs medicaments and biological substances undetermined , Sepsis unspecified organism,3,"{source:""Poisoning by unspecified drugs medicaments and biological substances undetermined"", target:""Sepsis unspecified organism"", value: 3}",
Respiratory  Acute Onset Distress , Acute kidney failure unspecified,3,"{source:""Respiratory Acute Onset Distress"", target:""Acute kidney failure unspecified"", value: 3}",
Respiratory  Acute Onset Distress , Acute on chronic combined systolic and diastolic hrt fail,3,"{source:""Respiratory Acute Onset Distress"", target:""Acute on chronic combined systolic and diastolic hrt fail"", value: 3}",
Respiratory  Acute Onset Distress , Bronchitis not specified as acute or chronic,3,"{source:""Respiratory Acute Onset Distress"", target:""Bronchitis not specified as acute or chronic"", value: 3}",
Respiratory  Acute Onset Distress , Chronic pulmonary edema,3,"{source:""Respiratory Acute Onset Distress"", target:""Chronic pulmonary edema"", value: 3}",
Respiratory  Acute Onset Distress , Dizziness and giddiness,3,"{source:""Respiratory Acute Onset Distress"", target:""Dizziness and giddiness"", value: 3}",
Respiratory  Acute Onset Distress , Epistaxis,3,"{source:""Respiratory Acute Onset Distress"", target:""Epistaxis"", value: 3}",
Respiratory  Acute Onset Distress , Oth forn obj in resp tract part unsp in cause asphyx init,3,"{source:""Respiratory Acute Onset Distress"", target:""Oth forn obj in resp tract part unsp in cause asphyx init"", value: 3}",
Respiratory  Acute Onset Distress , Palpitations,3,"{source:""Respiratory Acute Onset Distress"", target:""Palpitations"", value: 3}",
Respiratory  Acute Onset Distress , Radiculopathy cervical region,3,"{source:""Respiratory Acute Onset Distress"", target:""Radiculopathy cervical region"", value: 3}",
Respiratory  Acute Onset Distress , Sepsis due to Escherichia coli [E. coli],3,"{source:""Respiratory Acute Onset Distress"", target:""Sepsis due to Escherichia coli [E. coli]"", value: 3}",
Respiratory  Acute Onset Distress , Unspecified asthma with status asthmaticus,3,"{source:""Respiratory Acute Onset Distress"", target:""Unspecified asthma with status asthmaticus"", value: 3}",
Respiratory  Acute Onset Distress , Weakness,3,"{source:""Respiratory Acute Onset Distress"", target:""Weakness"", value: 3}",
Respiratory  Acute Onset Distress , Wheezing,3,"{source:""Respiratory Acute Onset Distress"", target:""Wheezing"", value: 3}",
Respiratory  Asthma , Acute and chronic respiratory failure with hypoxia,3,"{source:""Respiratory Asthma"", target:""Acute and chronic respiratory failure with hypoxia"", value: 3}",
Respiratory  Asthma , Alcohol abuse uncomplicated,3,"{source:""Respiratory Asthma"", target:""Alcohol abuse uncomplicated"", value: 3}",
Respiratory  Asthma , Other diseases of vocal cords,3,"{source:""Respiratory Asthma"", target:""Other diseases of vocal cords"", value: 3}",
Respiratory  Asthma , Sepsis unspecified organism,3,"{source:""Respiratory Asthma"", target:""Sepsis unspecified organism"", value: 3}",
Respiratory  Asthma , Shortness of breath,3,"{source:""Respiratory Asthma"", target:""Shortness of breath"", value: 3}",
Respiratory  Asthma , Unspecified asthma with status asthmaticus,3,"{source:""Respiratory Asthma"", target:""Unspecified asthma with status asthmaticus"", value: 3}",
Respiratory  Bronchospasm Acute Onset , Bronchitis not specified as acute or chronic,3,"{source:""Respiratory Bronchospasm Acute Onset"", target:""Bronchitis not specified as acute or chronic"", value: 3}",
Respiratory  COPD Chronic Obstructive Pulmonary Disease , Dyspnea unspecified,3,"{source:""Respiratory COPD Chronic Obstructive Pulmonary Disease"", target:""Dyspnea unspecified"", value: 3}",
Respiratory  COPD Chronic Obstructive Pulmonary Disease , Pneumonia unspecified organism,3,"{source:""Respiratory COPD Chronic Obstructive Pulmonary Disease"", target:""Pneumonia unspecified organism"", value: 3}",
Respiratory  Failure , Hyp hrt & chr kdny dis w hrt fail and stg 1 4 unsp chr kdny,3,"{source:""Respiratory Failure"", target:""Hyp hrt & chr kdny dis w hrt fail and stg 1 4 unsp chr kdny"", value: 3}",
Respiratory  Failure , Hypertensive heart disease with heart failure,3,"{source:""Respiratory Failure"", target:""Hypertensive heart disease with heart failure"", value: 3}",
Respiratory  Hyperventilation , Acute respiratory failure with hypoxia,3,"{source:""Respiratory Hyperventilation"", target:""Acute respiratory failure with hypoxia"", value: 3}",
Respiratory  Hyperventilation , Panic disorder [episodic paroxysmal anxiety],3,"{source:""Respiratory Hyperventilation"", target:""Panic disorder [episodic paroxysmal anxiety]"", value: 3}",
Respiratory  Not Otherwise Listed , Heart failure unspecified,3,"{source:""Respiratory Not Otherwise Listed"", target:""Heart failure unspecified"", value: 3}",
Respiratory  Not Otherwise Listed , Hyp hrt & chr kdny dis w hrt fail and stg 1 4 unsp chr kdny,3,"{source:""Respiratory Not Otherwise Listed"", target:""Hyp hrt & chr kdny dis w hrt fail and stg 1 4 unsp chr kdny"", value: 3}",
Respiratory  Not Otherwise Listed , Urinary tract infection site not specified,3,"{source:""Respiratory Not Otherwise Listed"", target:""Urinary tract infection site not specified"", value: 3}",
Sick Person , EENT  Nose Bleed,3,"{source:""Sick Person"", target:""EENT Nose Bleed"", value: 3}",
State of emotional shock and stress unspecified , Suicidal ideations,3,"{source:""State of emotional shock and stress unspecified"", target:""Suicidal ideations"", value: 3}",
Syncope  Syncopal Episode or Near , Epilepsy unsp not intractable without status epilepticus,3,"{source:""Syncope Syncopal Episode or Near"", target:""Epilepsy unsp not intractable without status epilepticus"", value: 3}",
Syncope  Syncopal Episode or Near , Unspecified injury of head initial encounter,3,"{source:""Syncope Syncopal Episode or Near"", target:""Unspecified injury of head initial encounter"", value: 3}",
Unspecified abdominal pain , Hydronephrosis with renal and ureteral calculous obstruction,3,"{source:""Unspecified abdominal pain"", target:""Hydronephrosis with renal and ureteral calculous obstruction"", value: 3}",
Unspecified abdominal pain , Ileus unspecified,3,"{source:""Unspecified abdominal pain"", target:""Ileus unspecified"", value: 3}",
Unspecified abdominal pain , Other chronic pancreatitis,3,"{source:""Unspecified abdominal pain"", target:""Other chronic pancreatitis"", value: 3}",
Unspecified abdominal pain , Retention of urine unspecified,3,"{source:""Unspecified abdominal pain"", target:""Retention of urine unspecified"", value: 3}",
Unspecified abdominal pain , Unspecified intestinal obstruction,3,"{source:""Unspecified abdominal pain"", target:""Unspecified intestinal obstruction"", value: 3}",
Unspecified abdominal pain , Upper abdominal pain unspecified,3,"{source:""Unspecified abdominal pain"", target:""Upper abdominal pain unspecified"", value: 3}",
Unspecified abdominal pain , Viral intestinal infection unspecified,3,"{source:""Unspecified abdominal pain"", target:""Viral intestinal infection unspecified"", value: 3}",
Unspecified abdominal pain , Vomiting unspecified,3,"{source:""Unspecified abdominal pain"", target:""Vomiting unspecified"", value: 3}",
Unspecified convulsions , Syncope and collapse,3,"{source:""Unspecified convulsions"", target:""Syncope and collapse"", value: 3}",
Vertigo  Dizziness , Nausea with vomiting unspecified,3,"{source:""Vertigo Dizziness"", target:""Nausea with vomiting unspecified"", value: 3}",
Vomiting , Hydronephrosis with renal and ureteral calculous obstruction,3,"{source:""Vomiting"", target:""Hydronephrosis with renal and ureteral calculous obstruction"", value: 3}",
Vomiting , Vomiting unspecified,3,"{source:""Vomiting"", target:""Vomiting unspecified"", value: 3}",
Weakness , Acute and chronic respiratory failure with hypoxia,3,"{source:""Weakness"", target:""Acute and chronic respiratory failure with hypoxia"", value: 3}",
Weakness , Acute on chronic diastolic congestive heart failure,3,"{source:""Weakness"", target:""Acute on chronic diastolic congestive heart failure"", value: 3}",
Weakness , Acute upper respiratory infection unspecified,3,"{source:""Weakness"", target:""Acute upper respiratory infection unspecified"", value: 3}",
Weakness , Adult failure to thrive,3,"{source:""Weakness"", target:""Adult failure to thrive"", value: 3}",
Weakness , Alcohol dependence with intoxication unspecified,3,"{source:""Weakness"", target:""Alcohol dependence with intoxication unspecified"", value: 3}",
Weakness , Alcohol dependence with withdrawal unspecified,3,"{source:""Weakness"", target:""Alcohol dependence with withdrawal unspecified"", value: 3}",
Weakness , Cellulitis of right lower limb,3,"{source:""Weakness"", target:""Cellulitis of right lower limb"", value: 3}",
Weakness , Contusion of right hip initial encounter,3,"{source:""Weakness"", target:""Contusion of right hip initial encounter"", value: 3}",
Weakness , Displaced intertrochanteric fracture of left femur init,3,"{source:""Weakness"", target:""Displaced intertrochanteric fracture of left femur init"", value: 3}",
Weakness , Enterocolitis due to Clostridium difficile,3,"{source:""Weakness"", target:""Enterocolitis due to Clostridium difficile"", value: 3}",
Weakness , Generalized anxiety disorder,3,"{source:""Weakness"", target:""Generalized anxiety disorder"", value: 3}",
Weakness , I I react d t other urinary catheter initial encounter,3,"{source:""Weakness"", target:""I I react d t other urinary catheter initial encounter"", value: 3}",
Weakness , Intervertebral disc disorders w radiculopathy lumbar region,3,"{source:""Weakness"", target:""Intervertebral disc disorders w radiculopathy lumbar region"", value: 3}",
Weakness , Melena,3,"{source:""Weakness"", target:""Melena"", value: 3}",
Weakness , Multiple fractures of ribs left side init for clos fx,3,"{source:""Weakness"", target:""Multiple fractures of ribs left side init for clos fx"", value: 3}",
Weakness , Opioid dependence with withdrawal,3,"{source:""Weakness"", target:""Opioid dependence with withdrawal"", value: 3}",
Weakness , Orthostatic hypotension,3,"{source:""Weakness"", target:""Orthostatic hypotension"", value: 3}",
Weakness , Other streptococcal sepsis,3,"{source:""Weakness"", target:""Other streptococcal sepsis"", value: 3}",
Weakness , Sepsis due to Enterococcus,3,"{source:""Weakness"", target:""Sepsis due to Enterococcus"", value: 3}",
Weakness , Shortness of breath,3,"{source:""Weakness"", target:""Shortness of breath"", value: 3}",
Weakness , Transient cerebral ischemic attack unspecified,3,"{source:""Weakness"", target:""Transient cerebral ischemic attack unspecified"", value: 3}",
Weakness , Type 2 diabetes mellitus w diabetic chronic kidney disease,3,"{source:""Weakness"", target:""Type 2 diabetes mellitus w diabetic chronic kidney disease"", value: 3}",
Weakness , Unspecified atrial fibrillation,3,"{source:""Weakness"", target:""Unspecified atrial fibrillation"", value: 3}",
Weakness , Viral intestinal infection unspecified,3,"{source:""Weakness"", target:""Viral intestinal infection unspecified"", value: 3}",
Abuse of Alcohol  Intoxication , Alcohol abuse uncomplicated,4,"{source:""Abuse of Alcohol Intoxication"", target:""Alcohol abuse uncomplicated"", value: 4}",
Abuse of Alcohol  Intoxication , Suicidal ideations,4,"{source:""Abuse of Alcohol Intoxication"", target:""Suicidal ideations"", value: 4}",
Abuse of Alcohol , Suicidal ideations,4,"{source:""Abuse of Alcohol"", target:""Suicidal ideations"", value: 4}",
Alcohol abuse with intoxication unspecified , Alcohol abuse with intoxication unspecified,4,"{source:""Alcohol abuse with intoxication unspecified"", target:""Alcohol abuse with intoxication unspecified"", value: 4}",
Allergic Reaction , Anaphylactic shock unspecified initial encounter,4,"{source:""Allergic Reaction"", target:""Anaphylactic shock unspecified initial encounter"", value: 4}",
