,complaint,impression,diagnosis,count
12828,Sick Person,GI GU Generalized Abdominal Pain,Sepsis,9
12839,Sick Person,GI GU Generalized Abdominal Pain,Urinary Tract Infection,6
12882,Sick Person,GI GU Nausea,Cerebral Infarction,4
12890,Sick Person,GI GU Nausea,Dehydration,6
12892,Sick Person,GI GU Nausea,Dizziness And Giddiness,6
12903,Sick Person,GI GU Nausea,Gastrointestinal Hemorrhage,4
12905,Sick Person,GI GU Nausea,Headache,3
12911,Sick Person,GI GU Nausea,I I React D T Indwelling Urethral Catheter,3
12912,Sick Person,GI GU Nausea,Ileus,3
12920,Sick Person,GI GU Nausea,Nausea,21
12922,Sick Person,GI GU Nausea,Noninfective Gastroenteritis And Colitis,9
12931,Sick Person,GI GU Nausea,Sepsis,22
12933,Sick Person,GI GU Nausea,Syncope And Collapse,6
12942,Sick Person,GI GU Nausea,Urinary Tract Infection,4
12945,Sick Person,GI GU Nausea,Vomiting,6
12947,Sick Person,GI GU Nausea,Weakness,4
12967,Sick Person,GI GU Nausea With Vomiting,Sepsis,4
12989,Sick Person,GI GU Pelvic Or Perineal Pain,Retention Of Urine,4
13033,Sick Person,General Malaise,Gastrointestinal Hemorrhage,3
13056,Sick Person,General Malaise,Nausea,9
13064,Sick Person,General Malaise,Pneumonia,3
13075,Sick Person,General Malaise,Sepsis,13
13082,Sick Person,General Malaise,Urinary Tract Infection,7
13086,Sick Person,General Malaise,Weakness,6
13099,Sick Person,Gi Bleed Hematemesis Vomiting Blood Blood In Vomit,Gastrointestinal Hemorrhage,3
13104,Sick Person,Gi Bleed Hematemesis Vomiting Blood Blood In Vomit,Sepsis,3
13135,Sick Person,Infectious Common Cold,Acute Respiratory Infection,3
13152,Sick Person,Infectious Disease,Cellulitis Of Limb,3
13170,Sick Person,Infectious Disease,Sepsis,11
13188,Sick Person,Infectious Influenza Flu Like Symptoms,Noninfective Gastroenteritis And Colitis,3
13190,Sick Person,Infectious Influenza Flu Like Symptoms,Sepsis,4
13196,Sick Person,Infectious Influenza Flu Like Symptoms,Vomiting,3
13209,Sick Person,Infectious Pneumonia,Sepsis,3
13238,Sick Person,Infectious Sepsis,Sepsis,44
13244,Sick Person,Infectious Sepsis,Urinary Tract Infection,4
13254,Sick Person,Injuries Of Lower Back ,Sprain Of Foot,3
13285,Sick Person,Injury Hip,Pain In Hip,4
13320,Sick Person,Injury Lower Leg,Type 2 Diabetes Mellitus,3
13360,Sick Person,Injury Not Otherwise Listed,Laceration ,8
13363,Sick Person,Injury Not Otherwise Listed,Pain In Knee,4
13370,Sick Person,Injury Not Otherwise Listed,Sprain Of Ligament Of Ankle,3
13374,Sick Person,Injury Not Otherwise Listed,Strain Of Musclele,3
13440,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Acute Kidney Failure,14
13444,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Adverse Effect Of Drug Meds Biol Subst,3
13445,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Alcohol Abuse,8
13448,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Alcoholic Hepatic Failure,4
13449,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Altered Mental Status,26
13452,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Anxiety Disorder,9
13456,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Bipolar Disorder,3
13464,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Cerebral Infarction,6
13474,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Dehydration,7
13476,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Dementia,6
13479,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Disorientation,6
13484,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Encephalopathy,11
13486,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Epilepsy,6
13494,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Hepatic Failure,5
13502,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,I I React D T Indwelling Urethral Catheter,3
13507,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Laceration ,3
13508,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Major Depressive Disorder,8
13511,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Metabolic Encephalopathy,9
13526,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Pneumonia,8
13527,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Pneumonitis,4
13530,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Poisoning By Antieplptc And SedHypntc Drugs,3
13531,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Poisoning By Antiparkns Drug Centr MuscleTone Depr,3
13533,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Poisoning By Benzodiazepines,3
13536,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Poisoning By Heroin,3
13537,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Poisoning By Narcotics,6
13538,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Poisoning By Opioids,4
13543,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Psychoactive Substance Abuse,6
13545,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Psychosis,4
13549,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Schizoaffective Disorder,5
13550,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Schizophrenia,3
13551,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Sepsis,75
13556,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Suicidal Ideations,4
13557,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Syncope And Collapse,3
13561,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Toxic Encephalopathy,8
13567,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Type 2 Diabetes Mellitus,7
13568,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Urinary Tract Infection,19
13572,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Weakness,8
13576,Sick Person,Neuro Headache Migraine Pain,Headache,5
13577,Sick Person,Neuro Headache Migraine Pain,Migraine,6
13593,Sick Person,Neuro Headache Pain,Headache,9
13601,Sick Person,Neuro Headache Pain,Migraine,5
13625,Sick Person,Neuro Seizure,Convulsions,8
13643,Sick Person,Neuro Stroke CVa,Cerebral Infarction,17
13654,Sick Person,Neuro Stroke CVa,NonTraumatic Intcrbl Hemorrhage In Hemisphere,3
13676,Sick Person,Not Applicable,Alcohol Abuse,3
13711,Sick Person,Not Applicable,Nausea,3
13713,Sick Person,Not Applicable,NonTraumatic Intracerebral Hemorrhage,4
13727,Sick Person,Not Applicable,Sepsis,6
13728,Sick Person,Not Applicable,Syncope And Collapse,3
13733,Sick Person,Not Applicable,Urinary Tract Infection,5
13736,Sick Person,Not Recorded,Abdominal Pain,5
13741,Sick Person,Not Recorded,Acute Kidney Failure,5
13744,Sick Person,Not Recorded,Acute Respiratory Failure,3
13747,Sick Person,Not Recorded,Alcohol Abuse,7
13748,Sick Person,Not Recorded,Alcohol Dependence,5
13749,Sick Person,Not Recorded,Altered Mental Status,5
13764,Sick Person,Not Recorded,Cerebral Infarction,4
13766,Sick Person,Not Recorded,Chronic Obstructive Pulmonary Disease,3
13775,Sick Person,Not Recorded,Dehydration,4
13781,Sick Person,Not Recorded,Dizziness And Giddiness,5
13807,Sick Person,Not Recorded,I I React D T Indwelling Urethral Catheter,3
13832,Sick Person,Not Recorded,Pneumonia,7
13838,Sick Person,Not Recorded,Poisoning By Opioids,3
13845,Sick Person,Not Recorded,Restlessness And Agitation,3
13849,Sick Person,Not Recorded,Sepsis,30
13852,Sick Person,Not Recorded,Stimulant Abuse,5
13855,Sick Person,Not Recorded,Syncope And Collapse,4
13861,Sick Person,Not Recorded,Type 2 Diabetes Mellitus,5
13863,Sick Person,Not Recorded,Urinary Tract Infection,10
13866,Sick Person,Not Recorded,Weakness,4
13874,Sick Person,Pain,Abdominal Pain,5
13879,Sick Person,Pain,Acute Kidney Failure,3
13881,Sick Person,Pain,Acute Postprocedural Pain,4
13895,Sick Person,Pain,Cellulitis Of Limb,17
13898,Sick Person,Pain,Chest Pain,4
13901,Sick Person,Pain,Chronic Pain,5
13913,Sick Person,Pain,Cutaneous Abscess Of Limb,9
13941,Sick Person,Pain,Gout,3
13957,Sick Person,Pain,Intervertebral Disc Disorder,3
13959,Sick Person,Pain,Intracapsular Fracture Of Femur,3
13964,Sick Person,Pain,Low Back Pain,3
13990,Sick Person,Pain,Pain In Hip,7
13991,Sick Person,Pain,Pain In Knee,6
13992,Sick Person,Pain,Pain In Leg,6
13994,Sick Person,Pain,Pain In Shoulder,5
13995,Sick Person,Pain,Pain In Thigh,3
14016,Sick Person,Pain,Retention Of Urine,4
14020,Sick Person,Pain,Sepsis,29
14027,Sick Person,Pain,Stimulant Abuse,3
14036,Sick Person,Pain,Type 2 Diabetes Mellitus,6
14038,Sick Person,Pain,Unilateralateral Primary Osteoarthritis,3
14039,Sick Person,Pain,Urinary Tract Infection,9
14042,Sick Person,Pain,Zoster,3
14043,Sick Person,Pain Back Nontraumatic,Abdominal Pain,5
14044,Sick Person,Pain Back Nontraumatic,Acute Kidney Failure,3
14045,Sick Person,Pain Back Nontraumatic,Acute Postprocedural Pain,4
14054,Sick Person,Pain Back Nontraumatic,Chronic Pain,3
14062,Sick Person,Pain Back Nontraumatic,Essential Primary Hypertension,3
14068,Sick Person,Pain Back Nontraumatic,Hydronephrosis,3
14073,Sick Person,Pain Back Nontraumatic,Low Back Pain,15
14074,Sick Person,Pain Back Nontraumatic,Lumbago,3
14096,Sick Person,Pain Back Nontraumatic,Sepsis,13
14100,Sick Person,Pain Back Nontraumatic,Strain Of Musclele,4
14104,Sick Person,Pain Back Nontraumatic,Urinary Tract Infection,5
14110,Sick Person,Pain Chest Presumed Noncardiac,Chest Pain,6
14154,Sick Person,Pain Extremety Nontraumatic,Cellulitis Of Limb,4
14178,Sick Person,Pain Extremety Nontraumatic,Pain In Foot,3
14179,Sick Person,Pain Extremety Nontraumatic,Pain In Hip,4
14180,Sick Person,Pain Extremety Nontraumatic,Pain In Knee,6
14181,Sick Person,Pain Extremety Nontraumatic,Pain In Leg,5
14186,Sick Person,Pain Extremety Nontraumatic,Sepsis,6
14191,Sick Person,Pain Extremety Nontraumatic,Type 2 Diabetes Mellitus,3
14250,Sick Person,Pain Not Elsewhere Mentioned Sudden Onset,Pain In Leg,3
14263,Sick Person,Poisoning By Drugs Medicaments And Biological Substances Undetermined,Alcohol Abuse,3
14271,Sick Person,Poisoning By Drugs Medicaments And Biological Substances Undetermined,Opioid Abuse,3
14276,Sick Person,Poisoning By Drugs Medicaments And Biological Substances Undetermined,Psychoactive Substance Abuse,3
14279,Sick Person,Poisoning By Drugs Medicaments And Biological Substances Undetermined,Sepsis,5
14280,Sick Person,Poisoning By Drugs Medicaments And Biological Substances Undetermined,Stimulant Abuse,7
14298,Sick Person,Respiratory Acute Onset Distress,Acute Bronchiolitis,4
14306,Sick Person,Respiratory Acute Onset Distress,Bronchitis,3
14309,Sick Person,Respiratory Acute Onset Distress,Chronic Obstructive Pulmonary Disease,4
14326,Sick Person,Respiratory Acute Onset Distress,Pneumonia,6
14329,Sick Person,Respiratory Acute Onset Distress,Sepsis,21
14342,Sick Person,Respiratory Copd Chronic Obstructive Pulmonary Disease,Sepsis,3
14367,Sick Person,Respiratory Not Otherwise Listed,Sepsis,11
14386,Sick Person,Sepsis Other,Sepsis,4
14413,Sick Person,Stupor,Alcohol Abuse,3
14441,Sick Person,Stupor,Pain In Leg,3
14446,Sick Person,Stupor,Sepsis,9
14452,Sick Person,Stupor,Urinary Tract Infection,4
14473,Sick Person,Syncope Syncopal Episode Or Near,Dehydration,5
14475,Sick Person,Syncope Syncopal Episode Or Near,Dizziness And Giddiness,5
14495,Sick Person,Syncope Syncopal Episode Or Near,Syncope And Collapse,22
14508,Sick Person,Vertigo Dizziness,Dizziness And Giddiness,11
14511,Sick Person,Vertigo Dizziness,Nausea,3
14525,Sick Person,Vomiting,Hydronephrosis,3
14530,Sick Person,Vomiting,Nausea,8
14539,Sick Person,Vomiting,Sepsis,7
14547,Sick Person,Vomiting,Vomiting,3
14556,Sick Person,Weakness,Acute Kidney Failure,26
14558,Sick Person,Weakness,Acute On Chronic Diastolic Congestive Heart Failure,3
14565,Sick Person,Weakness,Acute Respiratory Failure,5
14566,Sick Person,Weakness,Acute Respiratory Infection,3
14568,Sick Person,Weakness,Adult Failure To Thrive,3
14570,Sick Person,Weakness,Alcohol Abuse,4
14571,Sick Person,Weakness,Alcohol Dependence,8
14573,Sick Person,Weakness,Alcoholic Hepatic Failure,4
14577,Sick Person,Weakness,Altered Mental Status,7
14580,Sick Person,Weakness,Anxiety Disorder,8
14581,Sick Person,Weakness,Atrial Fibrillation,3
14583,Sick Person,Weakness,Benign Paroxysmal Vertigo,7
14599,Sick Person,Weakness,Cellulitis Of Limb,9
14601,Sick Person,Weakness,Cerebral Infarction,9
14604,Sick Person,Weakness,Chest Pain,4
14607,Sick Person,Weakness,Chronic Obstructive Pulmonary Disease,4
14625,Sick Person,Weakness,Cyclical Vomiting,4
14626,Sick Person,Weakness,Cystitis,3
14627,Sick Person,Weakness,Dehydration,10
14635,Sick Person,Weakness,Dizziness And Giddiness,24
14636,Sick Person,Weakness,Dorsalgia,3
14647,Sick Person,Weakness,Enterocolitis,3
14651,Sick Person,Weakness,Essential Primary Hypertension,6
14654,Sick Person,Weakness,Flu,3
14658,Sick Person,Weakness,Gastritis,3
14659,Sick Person,Weakness,Gastrointestinal Hemorrhage,4
14663,Sick Person,Weakness,Generalized Anxiety Disorder,3
14666,Sick Person,Weakness,GramNegative Sepsis,5
14668,Sick Person,Weakness,Headache,6
14673,Sick Person,Weakness,Hyp Hrt & Chr Kdny Dis,3
14675,Sick Person,Weakness,Hyperkalemia,3
14678,Sick Person,Weakness,Hypertensive Heart Disease,3
14680,Sick Person,Weakness,HypoOsmolality And Hyponatremia,5
14682,Sick Person,Weakness,Hypokalemia,5
14683,Sick Person,Weakness,Hypotension,8
14686,Sick Person,Weakness,I I React D T Indwelling Urethral Catheter,4
14687,Sick Person,Weakness,I I React D T Urinary Catheter,3
14695,Sick Person,Weakness,Intervertebral Disc Disorder,3
14707,Sick Person,Weakness,Low Back Pain,5
14710,Sick Person,Weakness,Major Depressive Disorder,4
14717,Sick Person,Weakness,Melena,3
14719,Sick Person,Weakness,Metabolic Encephalopathy,7
14723,Sick Person,Weakness,Nausea,9
14725,Sick Person,Weakness,NonSt Elevation Nstemi Myocardial Infarction,4
14728,Sick Person,Weakness,Noninfective Gastroenteritis And Colitis,8
14730,Sick Person,Weakness,Opioid Dependence,3
14732,Sick Person,Weakness,Orthostatic Hypotension,3
14747,Sick Person,Weakness,Pneumonia,15
14748,Sick Person,Weakness,Pneumonitis,7
14771,Sick Person,Weakness,Retention Of Urine,4
14777,Sick Person,Weakness,Sepsis,114
14779,Sick Person,Weakness,Spinal Stenosis,3
14783,Sick Person,Weakness,Stimulant Abuse,6
14785,Sick Person,Weakness,Streptococcal Sepsis,5
14788,Sick Person,Weakness,Syncope And Collapse,19
14794,Sick Person,Weakness,Transient Cerebral Ischemic Attack,3
14797,Sick Person,Weakness,TubuloInterstitial Nephritis,4
14799,Sick Person,Weakness,Type 2 Diabetes Mellitus,13
14803,Sick Person,Weakness,Urinary Tract Infection,32
14808,Sick Person,Weakness,Viral Intestinal Infection,3
14810,Sick Person,Weakness,Vomiting,7
14811,Sick Person,Weakness,Weakness,33
14837,Stab Gunshot Wound Penetrating Trauma,Hemorrhage Not Elsewhere Classified,Pnctr Of Abd Wall,4
14840,Stab Gunshot Wound Penetrating Trauma,Injury Abdomen,Lac,5
14846,Stab Gunshot Wound Penetrating Trauma,Injury Abdomen,Pnctr Of Abd Wall,5
14857,Stab Gunshot Wound Penetrating Trauma,Injury Head,Laceration ,3
14867,Stab Gunshot Wound Penetrating Trauma,Injury Lower Back,Lac,4
14877,Stab Gunshot Wound Penetrating Trauma,Injury Not Otherwise Listed,Lac,6
14878,Stab Gunshot Wound Penetrating Trauma,Injury Not Otherwise Listed,Laceration ,8
14888,Stab Gunshot Wound Penetrating Trauma,Injury Not Otherwise Listed,Puncture Wound,3
14902,Stab Gunshot Wound Penetrating Trauma,Injury Thigh Upper Leg,Laceration ,3
14907,Stab Gunshot Wound Penetrating Trauma,Injury Wrist Hand Or Fingers,Laceration ,3
14925,Stab Gunshot Wound Penetrating Trauma,Shoulder Lesions Shoulder,Pnctr Of Abd Wall,4
15006,Stroke CVA,Endocrine Hypoglycemia Diabetic Diabetes,Type 2 Diabetes Mellitus,5
15033,Stroke CVA,General Malaise,Cerebral Infarction,3
15056,Stroke CVA,Intracranial Stroke CVa Hemorrhagic,Cerebral Infarction,7
15065,Stroke CVA,Neuro Altered Mental Status Altered Loc Decreased Loc,Altered Mental Status,6
15068,Stroke CVA,Neuro Altered Mental Status Altered Loc Decreased Loc,Cerebral Infarction,13
15076,Stroke CVA,Neuro Altered Mental Status Altered Loc Decreased Loc,Encephalopathy,5
15077,Stroke CVA,Neuro Altered Mental Status Altered Loc Decreased Loc,Epilepsy,3
15099,Stroke CVA,Neuro Altered Mental Status Altered Loc Decreased Loc,Sepsis,12
15104,Stroke CVA,Neuro Altered Mental Status Altered Loc Decreased Loc,Toxic Encephalopathy,3
15105,Stroke CVA,Neuro Altered Mental Status Altered Loc Decreased Loc,Transient Alteration Of Awareness,3
15108,Stroke CVA,Neuro Altered Mental Status Altered Loc Decreased Loc,Urinary Tract Infection,5
15116,Stroke CVA,Neuro Headache Migraine Pain,Migraine,7
15127,Stroke CVA,Neuro Headache Pain,Headache,5
15129,Stroke CVA,Neuro Headache Pain,Migraine,3
15151,Stroke CVA,Neuro Seizure,Epilepsy,6
15166,Stroke CVA,Neuro Stroke CVa,Alcohol Dependence,3
15167,Stroke CVA,Neuro Stroke CVa,Altered Mental Status,4
15175,Stroke CVA,Neuro Stroke CVa,Cerebral Infarction,122
15176,Stroke CVA,Neuro Stroke CVa,Cerebral Infarction D T Occls Or Stenos Of Mid Cerebral Art,14
15177,Stroke CVA,Neuro Stroke CVa,Cerebral Infarction D T Occls Or Stenos Of Post Cerebral Art,5
15182,Stroke CVA,Neuro Stroke CVa,Convulsions,3
15183,Stroke CVA,Neuro Stroke CVa,Dehydration,3
15194,Stroke CVA,Neuro Stroke CVa,Epilepsy,6
15198,Stroke CVA,Neuro Stroke CVa,Headache,3
15203,Stroke CVA,Neuro Stroke CVa,Hypertensive Encephalopathy,5
15211,Stroke CVA,Neuro Stroke CVa,Migraine,5
15213,Stroke CVA,Neuro Stroke CVa,NonTraumatic Intcrbl Hemorrhage In Hemisphere,7
15214,Stroke CVA,Neuro Stroke CVa,NonTraumatic Intracerebral Hemorrhage,9
15223,Stroke CVA,Neuro Stroke CVa,Sepsis,7
15230,Stroke CVA,Neuro Stroke CVa,Transient Cerebral Ischemic Attack,20
15233,Stroke CVA,Neuro Stroke CVa,Urinary Tract Infection,5
15235,Stroke CVA,Neuro Stroke CVa,Weakness,16
15240,Stroke CVA,Neuro Tia Transient Ischemic Attack,Cerebral Infarction,6
15243,Stroke CVA,Neuro Tia Transient Ischemic Attack,Epilepsy,3
