,complaint,impression,diagnosis,count
13393,Sick Person,Injury Thigh Upper Leg,Headache,2
13399,Sick Person,Lab Hyperkalemia,Hyperkalemia,2
13425,Sick Person,Nausea And Vomiting,Sepsis,2
13429,Sick Person,Nausea And Vomiting,Vomiting,2
13437,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Acute And Chronic Respiratory Failure,2
13438,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Acute And Subacute Hepatic Failure,2
13439,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Acute Cystitis,2
13440,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Acute Kidney Failure,14
13444,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Adverse Effect Of Drug Meds Biol Subst,3
13445,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Alcohol Abuse,8
13446,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Alcohol Dependence,2
13448,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Alcoholic Hepatic Failure,4
13449,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Altered Mental Status,26
13452,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Anxiety Disorder,9
13456,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Bipolar Disorder,3
13463,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Cellulitis Of Limb,2
13464,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Cerebral Infarction,6
13465,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Cerebral Infarction D T Occls Or Stenos Of Mid Cerebral Art,2
13467,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Chest Pain,2
13469,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Chronic Or Gastric Ulcer,2
13471,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Concussion,2
13473,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Convulsions,2
13474,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Dehydration,7
13475,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Delusional Disorder,2
13476,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Dementia,6
13479,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Disorientation,6
13480,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Dizziness And Giddiness,2
13484,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Encephalopathy,11
13486,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Epilepsy,6
13489,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Fever,2
13492,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,GramNegative Sepsis,2
13493,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Headache,2
13494,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Hepatic Failure,5
13496,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Hypercalcemia,2
13498,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Hypertensive Urgency,2
13499,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,HypoOsmolality And Hyponatremia,2
13502,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,I I React D T Indwelling Urethral Catheter,3
13505,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Infect Inflm Reaction,2
13506,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Injury Of Head,2
13507,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Laceration ,3
13508,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Major Depressive Disorder,8
13509,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Manic Episode,2
13511,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Metabolic Encephalopathy,9
13519,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,NonTraumatic Intracerebral Hemorrhage,2
13526,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Pneumonia,8
13527,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Pneumonitis,4
13530,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Poisoning By Antieplptc And SedHypntc Drugs,3
13531,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Poisoning By Antiparkns Drug Centr MuscleTone Depr,3
13532,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Poisoning By Antipsychot Neurolept,2
13533,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Poisoning By Benzodiazepines,3
13536,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Poisoning By Heroin,3
13537,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Poisoning By Narcotics,6
13538,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Poisoning By Opioids,4
13541,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Postprocedural Complications And Disorder Of Resp Sys,2
13543,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Psychoactive Substance Abuse,6
13545,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Psychosis,4
13548,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Rhabdomyolysis,2
13549,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Schizoaffective Disorder,5
13550,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Schizophrenia,3
13551,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Sepsis,75
13555,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Stimulant Abuse,2
13556,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Suicidal Ideations,4
13557,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Syncope And Collapse,3
13561,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Toxic Encephalopathy,8
13564,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Transient Global Amnesia,2
13566,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Type 1 Diabetes Mellitus,2
13567,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Type 2 Diabetes Mellitus,7
13568,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Urinary Tract Infection,19
13572,Sick Person,Neuro Altered Mental Status Altered Loc Decreased Loc,Weakness,8
13576,Sick Person,Neuro Headache Migraine Pain,Headache,5
13577,Sick Person,Neuro Headache Migraine Pain,Migraine,6
13579,Sick Person,Neuro Headache Migraine Pain,Sepsis,2
13583,Sick Person,Neuro Headache Pain,Cerebral Infarction,2
13593,Sick Person,Neuro Headache Pain,Headache,9
13596,Sick Person,Neuro Headache Pain,Injury Of Head,2
13601,Sick Person,Neuro Headache Pain,Migraine,5
13616,Sick Person,Neuro Headache Pain,Weakness,2
13624,Sick Person,Neuro Paraplegia Paralysis,Gastrostomy Malfunction,2
13625,Sick Person,Neuro Seizure,Convulsions,8
13633,Sick Person,Neuro Seizure,Seizures,2
13640,Sick Person,Neuro Stroke CVa,Aphasia,2
13643,Sick Person,Neuro Stroke CVa,Cerebral Infarction,17
13652,Sick Person,Neuro Stroke CVa,Headache,2
13654,Sick Person,Neuro Stroke CVa,NonTraumatic Intcrbl Hemorrhage In Hemisphere,3
13658,Sick Person,Neuro Stroke CVa,Sepsis,2
13676,Sick Person,Not Applicable,Alcohol Abuse,3
13680,Sick Person,Not Applicable,Chronic Pain,2
13688,Sick Person,Not Applicable,Dizziness And Giddiness,2
13690,Sick Person,Not Applicable,Dystonia,2
13691,Sick Person,Not Applicable,Encounter For Issue Of Repeat Prescription,2
13701,Sick Person,Not Applicable,Hepatic Failure,2
13711,Sick Person,Not Applicable,Nausea,3
13712,Sick Person,Not Applicable,NonSt Elevation Nstemi Myocardial Infarction,2
13713,Sick Person,Not Applicable,NonTraumatic Intracerebral Hemorrhage,4
13720,Sick Person,Not Applicable,Paraplegia,2
13722,Sick Person,Not Applicable,Pneumonia,2
13725,Sick Person,Not Applicable,Schizophrenia,2
13727,Sick Person,Not Applicable,Sepsis,6
13728,Sick Person,Not Applicable,Syncope And Collapse,3
13730,Sick Person,Not Applicable,Transient Alteration Of Awareness,2
13733,Sick Person,Not Applicable,Urinary Tract Infection,5
13734,Sick Person,Not Applicable,Weakness,2
13736,Sick Person,Not Recorded,Abdominal Pain,5
13738,Sick Person,Not Recorded,Acute And Subacute Hepatic Failure,2
13741,Sick Person,Not Recorded,Acute Kidney Failure,5
13743,Sick Person,Not Recorded,Acute Postprocedural Pain,2
13744,Sick Person,Not Recorded,Acute Respiratory Failure,3
13747,Sick Person,Not Recorded,Alcohol Abuse,7
13748,Sick Person,Not Recorded,Alcohol Dependence,5
13749,Sick Person,Not Recorded,Altered Mental Status,5
13751,Sick Person,Not Recorded,Anxiety Disorder,2
13761,Sick Person,Not Recorded,Cannabis Use,2
13764,Sick Person,Not Recorded,Cerebral Infarction,4
13765,Sick Person,Not Recorded,Chest Pain,2
13766,Sick Person,Not Recorded,Chronic Obstructive Pulmonary Disease,3
13769,Sick Person,Not Recorded,Chronic Pain,2
13772,Sick Person,Not Recorded,Convulsions,2
13775,Sick Person,Not Recorded,Dehydration,4
13781,Sick Person,Not Recorded,Dizziness And Giddiness,5
13795,Sick Person,Not Recorded,GramNegative Sepsis,2
13797,Sick Person,Not Recorded,Headache,2
13802,Sick Person,Not Recorded,Hydronephrosis,2
13805,Sick Person,Not Recorded,Hypokalemia,2
13807,Sick Person,Not Recorded,I I React D T Indwelling Urethral Catheter,3
13808,Sick Person,Not Recorded,I I React D T Urinary Catheter,2
13812,Sick Person,Not Recorded,Major Depressive Disorder,2
13819,Sick Person,Not Recorded,Nausea,2
13832,Sick Person,Not Recorded,Pneumonia,7
13833,Sick Person,Not Recorded,Poisoning By 4Aminophenol Derivatives,2
13836,Sick Person,Not Recorded,Poisoning By Heroin,2
13838,Sick Person,Not Recorded,Poisoning By Opioids,3
13845,Sick Person,Not Recorded,Restlessness And Agitation,3
13849,Sick Person,Not Recorded,Sepsis,30
13852,Sick Person,Not Recorded,Stimulant Abuse,5
13854,Sick Person,Not Recorded,Streptococcal Sepsis,2
13855,Sick Person,Not Recorded,Syncope And Collapse,4
13856,Sick Person,Not Recorded,Toxic Encephalopathy,2
13861,Sick Person,Not Recorded,Type 2 Diabetes Mellitus,5
13863,Sick Person,Not Recorded,Urinary Tract Infection,10
13866,Sick Person,Not Recorded,Weakness,4
13874,Sick Person,Pain,Abdominal Pain,5
13877,Sick Person,Pain,Acute Embolism And Thombos Deep Veins ,2
13879,Sick Person,Pain,Acute Kidney Failure,3
13881,Sick Person,Pain,Acute Postprocedural Pain,4
13885,Sick Person,Pain,AgeRel Osteoporosis,2
13887,Sick Person,Pain,Aneurysm Of Artery Of Extremity,2
13888,Sick Person,Pain,Anxiety Disorder,2
13895,Sick Person,Pain,Cellulitis Of Limb,17
13898,Sick Person,Pain,Chest Pain,4
13901,Sick Person,Pain,Chronic Pain,5
13908,Sick Person,Pain,Contusion Of Hip,2
13911,Sick Person,Pain,Cutaneous Abscess Of Buttock,2
13913,Sick Person,Pain,Cutaneous Abscess Of Limb,9
13925,Sick Person,Pain,Encephalopathy,2
13941,Sick Person,Pain,Gout,3
13957,Sick Person,Pain,Intervertebral Disc Disorder,3
13959,Sick Person,Pain,Intracapsular Fracture Of Femur,3
13964,Sick Person,Pain,Low Back Pain,3
13965,Sick Person,Pain,Lumbago,2
13967,Sick Person,Pain,Major Depressive Disorder,2
13981,Sick Person,Pain,Osteoporosis,2
13982,Sick Person,Pain,Otalgia,2
13983,Sick Person,Pain,Otitis Externa,2
13985,Sick Person,Pain,Pain,2
13986,Sick Person,Pain,Pain In Ankle And Joints Of Foot,2
13988,Sick Person,Pain,Pain In Foot,2
13990,Sick Person,Pain,Pain In Hip,7
13991,Sick Person,Pain,Pain In Knee,6
13992,Sick Person,Pain,Pain In Leg,6
13994,Sick Person,Pain,Pain In Shoulder,5
13995,Sick Person,Pain,Pain In Thigh,3
13996,Sick Person,Pain,Pain In Thoracic Spine,2
13999,Sick Person,Pain,Periapical Abscess,2
14016,Sick Person,Pain,Retention Of Urine,4
14020,Sick Person,Pain,Sepsis,29
14023,Sick Person,Pain,Soft Tissue Disorder,2
14026,Sick Person,Pain,Sprain Of Site Of Knee,2
14027,Sick Person,Pain,Stimulant Abuse,3
14030,Sick Person,Pain,Suicidal Ideations,2
14036,Sick Person,Pain,Type 2 Diabetes Mellitus,6
14038,Sick Person,Pain,Unilateralateral Primary Osteoarthritis,3
14039,Sick Person,Pain,Urinary Tract Infection,9
14042,Sick Person,Pain,Zoster,3
14043,Sick Person,Pain Back Nontraumatic,Abdominal Pain,5
14044,Sick Person,Pain Back Nontraumatic,Acute Kidney Failure,3
14045,Sick Person,Pain Back Nontraumatic,Acute Postprocedural Pain,4
14046,Sick Person,Pain Back Nontraumatic,Acute Pyelonephritis,2
14047,Sick Person,Pain Back Nontraumatic,Altered Mental Status,2
14050,Sick Person,Pain Back Nontraumatic,Calculus Of Kidney,2
14054,Sick Person,Pain Back Nontraumatic,Chronic Pain,3
14057,Sick Person,Pain Back Nontraumatic,Contusion Of Back Wall Of Thorax,2
14058,Sick Person,Pain Back Nontraumatic,Contusion Of IntraAbdominal Organs,2
14061,Sick Person,Pain Back Nontraumatic,Dorsalgia,2
14062,Sick Person,Pain Back Nontraumatic,Essential Primary Hypertension,3
14068,Sick Person,Pain Back Nontraumatic,Hydronephrosis,3
14070,Sick Person,Pain Back Nontraumatic,Injury Of IntraAbdominal Organs,2
14073,Sick Person,Pain Back Nontraumatic,Low Back Pain,15
14074,Sick Person,Pain Back Nontraumatic,Lumbago,3
14083,Sick Person,Pain Back Nontraumatic,Pathological Fracture In Neoplastic Disease,2
14086,Sick Person,Pain Back Nontraumatic,Portal Vein Thrombosis,2
14088,Sick Person,Pain Back Nontraumatic,Radiculopathy,2
14092,Sick Person,Pain Back Nontraumatic,Retention Of Urine,2
14096,Sick Person,Pain Back Nontraumatic,Sepsis,13
14100,Sick Person,Pain Back Nontraumatic,Strain Of Musclele,4
14104,Sick Person,Pain Back Nontraumatic,Urinary Tract Infection,5
14105,Sick Person,Pain Back Nontraumatic,Weakness,2
14110,Sick Person,Pain Chest Presumed Noncardiac,Chest Pain,6
14117,Sick Person,Pain Chest Presumed Noncardiac,Pneumonia,2
14120,Sick Person,Pain Chest Presumed Noncardiac,Sepsis,2
14154,Sick Person,Pain Extremety Nontraumatic,Cellulitis Of Limb,4
14155,Sick Person,Pain Extremety Nontraumatic,Chondrocalcinosis,2
14168,Sick Person,Pain Extremety Nontraumatic,Hypertensive Heart Disease,2
14178,Sick Person,Pain Extremety Nontraumatic,Pain In Foot,3
14179,Sick Person,Pain Extremety Nontraumatic,Pain In Hip,4
14180,Sick Person,Pain Extremety Nontraumatic,Pain In Knee,6
14181,Sick Person,Pain Extremety Nontraumatic,Pain In Leg,5
14182,Sick Person,Pain Extremety Nontraumatic,Pain In Shoulder,2
14183,Sick Person,Pain Extremety Nontraumatic,Pain In Thoracic Spine,2
14186,Sick Person,Pain Extremety Nontraumatic,Sepsis,6
14191,Sick Person,Pain Extremety Nontraumatic,Type 2 Diabetes Mellitus,3
14192,Sick Person,Pain Extremety Nontraumatic,Unilateralateral Primary Osteoarthritis,2
14194,Sick Person,Pain Neck Nontraumatic,Cervicalgia,2
14195,Sick Person,Pain Neck Nontraumatic,Contusion Of Neck,2
14216,Sick Person,Pain Not Elsewhere Mentioned Sudden Onset,Acute Postprocedural Pain,2
14231,Sick Person,Pain Not Elsewhere Mentioned Sudden Onset,Epigastric Pain,2
14243,Sick Person,Pain Not Elsewhere Mentioned Sudden Onset,Multiple Fractures Of Ribs,2
14244,Sick Person,Pain Not Elsewhere Mentioned Sudden Onset,Musclele Spasm,2
14248,Sick Person,Pain Not Elsewhere Mentioned Sudden Onset,Pain In Foot,2
14250,Sick Person,Pain Not Elsewhere Mentioned Sudden Onset,Pain In Leg,3
14251,Sick Person,Pain Not Elsewhere Mentioned Sudden Onset,Polymyositis,2
14257,Sick Person,Pain Not Elsewhere Mentioned Sudden Onset,Strain Of Musclele,2
14263,Sick Person,Poisoning By Drugs Medicaments And Biological Substances Undetermined,Alcohol Abuse,3
14265,Sick Person,Poisoning By Drugs Medicaments And Biological Substances Undetermined,Anxiety Disorder,2
14271,Sick Person,Poisoning By Drugs Medicaments And Biological Substances Undetermined,Opioid Abuse,3
14272,Sick Person,Poisoning By Drugs Medicaments And Biological Substances Undetermined,Poisoning By 4Aminophenol Derivatives,2
14275,Sick Person,Poisoning By Drugs Medicaments And Biological Substances Undetermined,Poisoning By Heroin,2
14276,Sick Person,Poisoning By Drugs Medicaments And Biological Substances Undetermined,Psychoactive Substance Abuse,3
14277,Sick Person,Poisoning By Drugs Medicaments And Biological Substances Undetermined,Psychoactive Substance Use,2
14279,Sick Person,Poisoning By Drugs Medicaments And Biological Substances Undetermined,Sepsis,5
14280,Sick Person,Poisoning By Drugs Medicaments And Biological Substances Undetermined,Stimulant Abuse,7
14283,Sick Person,Poisoning By Drugs Medicaments And Biological Substances Undetermined,Toxic Effect Of Ethanol,2
14295,Sick Person,Resp Abnormal Breathing Hypoxia,Sepsis,2
14297,Sick Person,Respiratory Acute Onset Distress,Acute And Chronic Respiratory Failure,2
14298,Sick Person,Respiratory Acute Onset Distress,Acute Bronchiolitis,4
14301,Sick Person,Respiratory Acute Onset Distress,Acute Respiratory Failure,2
14302,Sick Person,Respiratory Acute Onset Distress,Acute Respiratory Infection,2
14306,Sick Person,Respiratory Acute Onset Distress,Bronchitis,3
14308,Sick Person,Respiratory Acute Onset Distress,Chest Pain,2
14309,Sick Person,Respiratory Acute Onset Distress,Chronic Obstructive Pulmonary Disease,4
14311,Sick Person,Respiratory Acute Onset Distress,Cough,2
14318,Sick Person,Respiratory Acute Onset Distress,Hypertensive Heart Disease,2
14326,Sick Person,Respiratory Acute Onset Distress,Pneumonia,6
14329,Sick Person,Respiratory Acute Onset Distress,Sepsis,21
14339,Sick Person,Respiratory Copd Chronic Obstructive Pulmonary Disease,Chronic Obstructive Pulmonary Disease,2
14342,Sick Person,Respiratory Copd Chronic Obstructive Pulmonary Disease,Sepsis,3
14348,Sick Person,Respiratory Foreign Body Airway,Sepsis,2
14350,Sick Person,Respiratory Hyperventilation,Anxiety Disorder,2
14352,Sick Person,Respiratory Hyperventilation,Major Depressive Disorder,2
14367,Sick Person,Respiratory Not Otherwise Listed,Sepsis,11
14368,Sick Person,Respiratory Not Otherwise Listed,Syncope And Collapse,2
14386,Sick Person,Sepsis Other,Sepsis,4
14388,Sick Person,Severe Sepsiswith Septic Shock,Sepsis,2
14412,Sick Person,Stupor,Adult Failure To Thrive,2
14413,Sick Person,Stupor,Alcohol Abuse,3
14441,Sick Person,Stupor,Pain In Leg,3
14446,Sick Person,Stupor,Sepsis,9
14452,Sick Person,Stupor,Urinary Tract Infection,4
14473,Sick Person,Syncope Syncopal Episode Or Near,Dehydration,5
14475,Sick Person,Syncope Syncopal Episode Or Near,Dizziness And Giddiness,5
14489,Sick Person,Syncope Syncopal Episode Or Near,Orthostatic Hypotension,2
14495,Sick Person,Syncope Syncopal Episode Or Near,Syncope And Collapse,22
14498,Sick Person,Syncope Syncopal Episode Or Near,Urinary Tract Infection,2
14508,Sick Person,Vertigo Dizziness,Dizziness And Giddiness,11
14511,Sick Person,Vertigo Dizziness,Nausea,3
14520,Sick Person,Vomiting,Alcohol Induced Acute Pancreatitis,2
14524,Sick Person,Vomiting,Diarrhea,2
14525,Sick Person,Vomiting,Hydronephrosis,3
14530,Sick Person,Vomiting,Nausea,8
14531,Sick Person,Vomiting,Noninfective Gastroenteritis And Colitis,2
14539,Sick Person,Vomiting,Sepsis,7
14545,Sick Person,Vomiting,Urinary Tract Infection,2
14547,Sick Person,Vomiting,Vomiting,3
14548,Sick Person,Weakness,Abdominal Pain,2
14552,Sick Person,Weakness,Acute And Chronic Respiratory Failure,2
14556,Sick Person,Weakness,Acute Kidney Failure,26
14558,Sick Person,Weakness,Acute On Chronic Diastolic Congestive Heart Failure,3
14560,Sick Person,Weakness,Acute Pancreatitis,2
